id,created_at,symbol,side,quantity,fill_price,strategy,confidence,exit_reason,pnl
1427,2026-06-19 06:45:58,XMR/USDT,buy,0.0038291877,326.44,evo_allocator_rescue,0.86349,,0
1428,2026-06-19 06:45:58,NEAR/USDT,sell,0.5831856,2.1397,sideways_stagnation_exit,1,sideways_stagnation_exit,-0.0011070031
1429,2026-06-19 06:45:59,XMR/USDT,sell,0.0038291877,326.44,sideways_stagnation_exit,1,sideways_stagnation_exit,0
1430,2026-06-19 06:46:15,TTN/USDT,buy,19.638649,0.06365,evo_allocator_rescue,0.95,,0
1431,2026-06-19 06:46:15,TTN/USDT,sell,19.638649,0.06365,sideways_stagnation_exit,1,sideways_stagnation_exit,0
1432,2026-06-19 06:46:50,GUA/USDT,buy,1.2322919,1.01437,evo_allocator_rescue,0.95,,0
1433,2026-06-19 06:46:50,TRIA/USDT,sell,47.187622,0.02645,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.008471499
1434,2026-06-19 06:46:51,GUA/USDT,sell,1.2322919,1.01437,sideways_take_profit_exit,1,sideways_take_profit_exit,0.0332228
1435,2026-06-19 06:47:07,BEAT/USDT,buy,0.5982951,2.08927,evo_allocator_rescue,0.95,,0
1436,2026-06-19 06:47:24,TRIA/USDT,buy,47.16981,0.0265,evo_allocator_rescue,0.77902466,,0
1437,2026-06-19 06:47:24,BEAT/USDT,sell,0.5982952,2.08927,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.018669682
1438,2026-06-19 06:47:57,XMR/USDT,buy,0.0038220456,327.05,evo_allocator_rescue,0.77906257,,0
1439,2026-06-19 06:47:57,XMR/USDT,sell,0.0038220454,327.05,sideways_stagnation_exit,1,sideways_stagnation_exit,0.001166794
1440,2026-06-19 06:48:30,XMR/USDT,buy,0.00381761,327.43,evo_allocator_rescue,0.82362324,,0
1441,2026-06-19 06:48:30,TRIA/USDT,sell,47.1698,0.0265,sideways_max_hold_exit,1,sideways_max_hold_exit,-0.005233395
1442,2026-06-19 06:48:47,IN/USDT,buy,17.8648,0.06997,evo_allocator_rescue,0.89362186,,0
1443,2026-06-19 06:48:47,IN/USDT,sell,17.8648,0.06997,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0001796127
1444,2026-06-19 06:49:22,EDEN/USDT,buy,24.56761,0.05088,evo_allocator_rescue,0.94923437,,0
1445,2026-06-19 06:49:22,EDEN/USDT,sell,24.56761,0.05088,sideways_max_hold_exit,1,sideways_max_hold_exit,-0.003918534
1446,2026-06-19 06:49:38,XMR/USDT,sell,0.0038176095,327.5,sideways_stagnation_exit,1,sideways_stagnation_exit,0.002012491
1447,2026-06-19 06:49:55,XMR/USDT,buy,0.0038119054,327.92,evo_allocator_rescue,0.8273957,,0
1448,2026-06-19 06:51:16,XMR/USDT,sell,0.0038119052,328.1,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0033960263
1449,2026-06-19 06:52:23,PLAY/USDT,buy,32.141937,0.03889,evo_allocator_rescue,0.95,,0
1450,2026-06-19 06:52:23,PLAY/USDT,sell,32.141937,0.03889,sideways_stagnation_exit,1,sideways_stagnation_exit,0
1451,2026-06-19 06:52:39,PLAY/USDT,buy,32.133675,0.0389,evo_allocator_rescue,0.8206997,,0
1452,2026-06-19 06:53:12,GUA/USDT,buy,1.345953,0.92871,evo_allocator_rescue,0.95,,0
1453,2026-06-19 06:53:12,GUA/USDT,sell,1.345953,0.92871,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.058333613
1454,2026-06-19 06:53:46,BEAT/USDT,buy,0.628406,1.98916,evo_allocator_rescue,0.95,,0
1455,2026-06-19 06:53:46,BEAT/USDT,sell,0.628406,1.98916,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.068017416
1456,2026-06-19 06:54:03,PLAY/USDT,sell,32.133675,0.03888,breakeven_protection_exit,1,breakeven_protection_exit,-0.00048200513
1457,2026-06-19 06:54:21,TTN/USDT,buy,19.657179,0.06359,evo_allocator_rescue,0.95,,0
1458,2026-06-19 06:54:21,TTN/USDT,sell,19.657179,0.06359,sideways_stagnation_exit,1,sideways_stagnation_exit,-0.00058932224
1459,2026-06-19 06:54:54,BEAT/USDT,buy,0.63097537,1.98106,evo_allocator_rescue,0.8653667,,0
1460,2026-06-19 06:55:10,TTN/USDT,buy,19.641735,0.06364,evo_allocator_rescue,0.9158256,,0
1461,2026-06-19 06:55:26,BEAT/USDT,sell,0.63097525,1.97664,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.06518542
1462,2026-06-19 06:56:00,XMR/USDT,buy,0.0037978913,329.13,evo_allocator_rescue,0.8357604,,0
1463,2026-06-19 06:56:00,XMR/USDT,sell,0.0037978906,329.13,sideways_max_hold_exit,1,sideways_max_hold_exit,0.0058429786
1464,2026-06-19 06:56:00,TTN/USDT,sell,19.641735,0.06354,sideways_stagnation_exit,1,sideways_stagnation_exit,-0.001702035
1465,2026-06-19 06:56:34,TRIA/USDT,buy,47.09872,0.02654,evo_allocator_rescue,0.863563,,0
1466,2026-06-19 06:56:34,TRIA/USDT,sell,47.098724,0.02654,sideways_stagnation_exit,1,sideways_stagnation_exit,-0.0029228525
1467,2026-06-19 06:56:51,GUA/USDT,buy,1.3594345,0.9195,evo_allocator_rescue,0.95,,0
1468,2026-06-19 06:56:51,GUA/USDT,sell,1.3594345,0.9195,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.056504764
1469,2026-06-19 06:57:24,TRIA/USDT,buy,47.09872,0.02654,evo_allocator_rescue,0.8293048,,0
1470,2026-06-19 06:57:42,BSB/USDT,buy,2.9442246,0.42456,evo_allocator_rescue,0.95,,0
1471,2026-06-19 06:57:42,BSB/USDT,sell,2.9442244,0.42456,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0033337453
1472,2026-06-19 06:58:00,GUA/USDT,buy,1.372872,0.9105,evo_allocator_rescue,0.95,,0
1473,2026-06-19 06:58:17,HYPE/USDT,buy,0.018496597,67.58,evo_allocator_rescue,0.8759952,,0
1474,2026-06-19 06:58:17,TRIA/USDT,sell,47.098724,0.02654,sideways_stagnation_exit,1,sideways_stagnation_exit,-0.0025973534
1475,2026-06-19 06:58:17,HYPE/USDT,sell,0.018496595,67.58,sideways_stagnation_exit,1,sideways_stagnation_exit,-0.00092427485
1476,2026-06-19 06:58:35,HYPE/USDT,buy,0.018477457,67.65,evo_allocator_rescue,0.84475625,,0
1477,2026-06-19 06:58:35,GUA/USDT,sell,1.3728719,0.9105,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.057318773
1478,2026-06-19 06:58:55,GUA/USDT,buy,1.3690678,0.91303,evo_allocator_rescue,0.913501,,0
1479,2026-06-19 06:59:11,BILL/USDT,buy,19.996801,0.06251,evo_allocator_rescue,0.95,,0
1480,2026-06-19 06:59:11,BILL/USDT,sell,19.996801,0.06251,sideways_stagnation_exit,1,sideways_stagnation_exit,0
1481,2026-06-19 06:59:28,ZEC/USDT,buy,0.0027683654,451.53,evo_allocator_rescue,0.95,,0
1482,2026-06-19 06:59:28,ZEC/USDT,sell,0.0027683654,451.53,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0015660643
1483,2026-06-19 06:59:46,ONDO/USDT,buy,3.5011063,0.35703,evo_allocator_rescue,0.95,,0
1484,2026-06-19 06:59:46,ONDO/USDT,sell,3.5011063,0.35703,sideways_stagnation_exit,1,sideways_stagnation_exit,0
1485,2026-06-19 07:00:04,BILL/USDT,buy,19.961674,0.06262,evo_allocator_rescue,0.95,,0
1486,2026-06-19 07:00:04,HYPE/USDT,sell,0.018477455,67.86,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0041269395
1487,2026-06-19 07:00:22,GUA/USDT,sell,1.3690679,0.90294,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.059558433
1488,2026-06-19 07:00:38,PLAY/USDT,buy,32.067726,0.03898,evo_allocator_rescue,0.95,,0
1489,2026-06-19 07:00:39,PLAY/USDT,sell,32.067726,0.03898,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0018184645
1490,2026-06-19 07:00:56,BILL/USDT,sell,19.961672,0.06266,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0018972771
1491,2026-06-19 07:01:13,BDX/USDT,buy,15.067502,0.08296,evo_allocator_rescue,0.8652422,,0
1492,2026-06-19 07:01:13,BDX/USDT,sell,15.067501,0.08296,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0012066055
1493,2026-06-19 07:01:31,BDX/USDT,buy,15.03669,0.08313,evo_allocator_rescue,0.8869189,,0
1494,2026-06-19 07:01:47,BEAT/USDT,buy,0.6553492,1.90738,evo_allocator_rescue,0.95,,0
1495,2026-06-19 07:01:47,BEAT/USDT,sell,0.65534925,1.90738,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.09784954
1496,2026-06-19 07:02:23,BEAT/USDT,buy,0.65117055,1.91962,evo_allocator_rescue,0.95,,0
1497,2026-06-19 07:02:56,BDX/USDT,sell,15.03669,0.08315,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0028100566
1498,2026-06-19 07:03:30,BEAT/USDT,sell,0.6511706,1.92216,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.07705967
1499,2026-06-19 07:03:46,BEAT/USDT,buy,0.6443,1.94009,evo_allocator_rescue,0.95,,0
1500,2026-06-19 07:05:10,BSB/USDT,buy,2.9831512,0.41902,evo_allocator_rescue,0.77282983,,0
1501,2026-06-19 07:05:10,BEAT/USDT,sell,0.6443,1.93254,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.062789485
1502,2026-06-19 07:05:11,BSB/USDT,sell,2.9831514,0.41902,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.010938142
1503,2026-06-19 07:05:28,BEAT/USDT,buy,0.6424555,1.94566,evo_allocator_rescue,0.95,,0
1504,2026-06-19 07:06:53,AVAX/USDT,buy,0.20702219,6.038,evo_allocator_rescue,0.8014356,,0
1505,2026-06-19 07:06:53,BEAT/USDT,sell,0.6424555,1.92968,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.059328206
1506,2026-06-19 07:06:53,AVAX/USDT,sell,0.20702219,6.038,sideways_stagnation_exit,1,sideways_stagnation_exit,0
1507,2026-06-19 07:07:28,TRIA/USDT,buy,47.15202,0.02651,evo_allocator_rescue,0.7969016,,0
1508,2026-06-19 07:07:28,TRIA/USDT,sell,47.152008,0.02651,sideways_max_hold_exit,1,sideways_max_hold_exit,-0.0036122683
1509,2026-06-19 07:09:27,TRIA/USDT,buy,47.13424,0.02652,evo_allocator_rescue,0.7758616,,0
1510,2026-06-19 07:09:27,TRIA/USDT,sell,47.134216,0.02652,sideways_stagnation_exit,1,sideways_stagnation_exit,-0.0028535055
1511,2026-06-19 07:10:01,HYPE/USDT,buy,0.018455632,67.73,evo_allocator_rescue,0.8215834,,0
1512,2026-06-19 07:10:01,HYPE/USDT,sell,0.018455632,67.73,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0012926324
1513,2026-06-19 07:10:18,BSB/USDT,buy,3.0100899,0.41527,evo_allocator_rescue,0.8850461,,0
1514,2026-06-19 07:10:18,BSB/USDT,sell,3.0100899,0.41527,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.01908683
1515,2026-06-19 07:10:35,EDEN/USDT,buy,25.201612,0.0496,evo_allocator_rescue,0.7972176,,0
1516,2026-06-19 07:10:35,EDEN/USDT,sell,25.201612,0.0496,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.023953378
1517,2026-06-19 07:11:26,PLAY/USDT,buy,32.258064,0.03875,evo_allocator_rescue,0.92086136,,0
1518,2026-06-19 07:11:26,PLAY/USDT,sell,32.258064,0.03875,breakeven_protection_exit,1,breakeven_protection_exit,-0.0041878396
1519,2026-06-19 07:12:34,PLAY/USDT,buy,32.092426,0.03895,evo_allocator_rescue,0.95,,0
1520,2026-06-19 07:13:05,PLAY/USDT,sell,32.092407,0.03895,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0018023095
1521,2026-06-19 07:13:22,BEAT/USDT,buy,0.6862363,1.82153,evo_allocator_rescue,0.95,,0
1522,2026-06-19 07:13:22,BEAT/USDT,sell,0.6862363,1.82153,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.124975726
1523,2026-06-19 07:13:53,BEAT/USDT,buy,0.6856002,1.82322,evo_allocator_rescue,0.95,,0
1524,2026-06-19 07:14:25,TIA/USDT,buy,3.2860148,0.3804,evo_allocator_rescue,0.78428066,,0
1525,2026-06-19 07:14:25,TIA/USDT,sell,3.2860148,0.3804,sideways_stagnation_exit,1,sideways_stagnation_exit,0
1526,2026-06-19 07:14:41,BILL/USDT,buy,20.028841,0.06241,evo_allocator_rescue,0.9418821,,0
1527,2026-06-19 07:14:41,BILL/USDT,sell,20.02884,0.06241,sideways_stagnation_exit,1,sideways_stagnation_exit,-0.0020673769
1528,2026-06-19 07:14:57,TRIA/USDT,buy,46.904316,0.02665,evo_allocator_rescue,0.91045153,,0
1529,2026-06-19 07:14:58,BEAT/USDT,sell,0.6856002,1.80276,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.12735052
1530,2026-06-19 07:14:58,TRIA/USDT,sell,46.904297,0.02665,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0029870064
1531,2026-06-19 07:15:15,PLAY/USDT,buy,31.977488,0.03909,evo_allocator_rescue,0.95,,0
1532,2026-06-19 07:15:15,PLAY/USDT,sell,31.977493,0.03909,sideways_max_hold_exit,1,sideways_max_hold_exit,0.0052316138
1533,2026-06-19 07:15:47,XMR/USDT,buy,0.0038036697,328.63,evo_allocator_rescue,0.8202989,,0
1534,2026-06-19 07:15:47,XMR/USDT,sell,0.0038036704,328.63,sideways_stagnation_exit,1,sideways_stagnation_exit,0.003293484
1535,2026-06-19 07:16:04,BSB/USDT,buy,3.0066144,0.41575,evo_allocator_rescue,0.95,,0
1536,2026-06-19 07:16:04,BSB/USDT,sell,3.0066144,0.41575,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.015391762
1537,2026-06-19 07:16:22,XMR/USDT,buy,0.003792936,329.56,evo_allocator_rescue,0.9473115,,0
1538,2026-06-19 07:16:37,GENIUS/USDT,buy,3.1257815,0.3999,evo_allocator_rescue,0.85132796,,0
1539,2026-06-19 07:16:38,GENIUS/USDT,sell,3.125781,0.3999,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.008985995
1540,2026-06-19 07:17:10,PENDLE/USDT,buy,0.92250925,1.355,evo_allocator_rescue,0.77926165,,0
1541,2026-06-19 07:17:10,PENDLE/USDT,sell,0.92250925,1.355,sideways_stagnation_exit,1,sideways_stagnation_exit,9.225092e-08
1542,2026-06-19 07:17:26,GENIUS/USDT,buy,3.1165853,0.40108,evo_allocator_rescue,0.95,,0
1543,2026-06-19 07:17:26,XMR/USDT,sell,0.003792936,329.38,sideways_max_hold_exit,1,sideways_max_hold_exit,0.0051604034
1544,2026-06-19 07:17:44,TRUMP/USDT,buy,0.67349136,1.856,evo_allocator_rescue,0.7898725,,0
1545,2026-06-19 07:17:44,TRUMP/USDT,sell,0.67349136,1.856,sideways_stagnation_exit,1,sideways_stagnation_exit,1.3469827e-07
1546,2026-06-19 07:18:00,PLAY/USDT,buy,31.98567,0.03908,evo_allocator_rescue,0.8425537,,0
1547,2026-06-19 07:18:00,PLAY/USDT,sell,31.985672,0.03908,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0042135366
1548,2026-06-19 07:18:16,TIA/USDT,buy,3.282563,0.3808,evo_allocator_rescue,0.8108222,,0
1549,2026-06-19 07:18:16,GENIUS/USDT,sell,3.1165848,0.40108,sideways_max_hold_exit,1,sideways_max_hold_exit,-0.0038103366
1550,2026-06-19 07:18:17,TIA/USDT,sell,3.282563,0.3808,sideways_stagnation_exit,1,sideways_stagnation_exit,0.00065684086
1551,2026-06-19 07:18:34,EDEN/USDT,buy,25.308767,0.04939,evo_allocator_rescue,0.78206354,,0
1552,2026-06-19 07:18:34,EDEN/USDT,sell,25.308767,0.04939,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.02189892
1553,2026-06-19 07:18:50,BEAT/USDT,buy,0.69268966,1.80456,evo_allocator_rescue,0.95,,0
1554,2026-06-19 07:18:50,BEAT/USDT,sell,0.6926897,1.80456,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.11746372
1555,2026-06-19 07:19:08,BEAT/USDT,buy,0.69053906,1.81018,evo_allocator_rescue,0.95,,0
1556,2026-06-19 07:19:24,PLAY/USDT,buy,31.952965,0.03912,evo_allocator_rescue,0.804602,,0
1557,2026-06-19 07:19:40,PLAY/USDT,sell,31.952972,0.03912,sideways_max_hold_exit,1,sideways_max_hold_exit,0.0048041292
1558,2026-06-19 07:19:56,PLAY/USDT,buy,31.758131,0.03936,evo_allocator_rescue,0.95,,0
1559,2026-06-19 07:20:28,GENIUS/USDT,buy,3.1165075,0.40109,evo_allocator_rescue,0.7631121,,0
1560,2026-06-19 07:20:28,BEAT/USDT,sell,0.69053894,1.79144,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.117976785
1561,2026-06-19 07:20:29,GENIUS/USDT,sell,3.1165075,0.40109,sideways_stagnation_exit,1,sideways_stagnation_exit,-0.0029556022
1562,2026-06-19 07:21:19,PLAY/USDT,sell,31.758118,0.03944,sideways_take_profit_exit,1,sideways_take_profit_exit,0.013572149
1563,2026-06-19 07:21:36,PLAY/USDT,buy,31.72589,0.0394,evo_allocator_rescue,0.9442755,,0
1564,2026-06-19 07:22:42,HYPE/USDT,buy,0.01848019,67.64,evo_allocator_rescue,0.87035304,,0
1565,2026-06-19 07:22:42,HYPE/USDT,sell,0.01848019,67.64,sideways_stagnation_exit,1,sideways_stagnation_exit,-0.00029512864
1566,2026-06-19 07:22:59,TTN/USDT,buy,19.71609,0.0634,evo_allocator_rescue,0.8404738,,0
1567,2026-06-19 07:22:59,TTN/USDT,sell,19.71609,0.0634,sideways_max_hold_exit,1,sideways_max_hold_exit,-0.0033485808
1568,2026-06-19 07:23:00,PLAY/USDT,sell,31.725891,0.03924,sideways_max_hold_exit,1,sideways_max_hold_exit,0.005995115
1569,2026-06-19 07:23:17,AVAX/USDT,buy,0.20726247,6.031,evo_allocator_rescue,0.8796106,,0
1570,2026-06-19 07:23:17,AVAX/USDT,sell,0.20726246,6.031,sideways_stagnation_exit,1,sideways_stagnation_exit,-0.00072500407
1571,2026-06-19 07:23:34,BILL/USDT,buy,20.05133,0.06234,evo_allocator_rescue,0.80166703,,0
1572,2026-06-19 07:23:34,BILL/USDT,sell,20.05133,0.06234,sideways_stagnation_exit,1,sideways_stagnation_exit,-0.002603164
1573,2026-06-19 07:24:23,TIA/USDT,buy,3.277399,0.3814,evo_allocator_rescue,0.8142825,,0
1574,2026-06-19 07:24:23,TIA/USDT,sell,3.277399,0.3814,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0017493772
1575,2026-06-19 07:24:40,ATOM/USDT,buy,0.6834336,1.829,evo_allocator_rescue,0.8698749,,0
1576,2026-06-19 07:24:40,ATOM/USDT,sell,0.6834336,1.829,sideways_stagnation_exit,1,sideways_stagnation_exit,0
1577,2026-06-19 07:24:57,IN/USDT,buy,17.91601,0.06977,evo_allocator_rescue,0.95,,0
1578,2026-06-19 07:24:57,IN/USDT,sell,17.91601,0.06977,sideways_stagnation_exit,1,sideways_stagnation_exit,-0.0025505235
1579,2026-06-19 07:25:14,PLAY/USDT,buy,31.605562,0.03955,evo_allocator_rescue,0.95,,0
1580,2026-06-19 07:25:14,PLAY/USDT,sell,31.60556,0.03955,sideways_take_profit_exit,1,sideways_take_profit_exit,0.014352875
1581,2026-06-19 07:25:31,PLAY/USDT,buy,31.57363,0.03959,evo_allocator_rescue,0.95,,0
1582,2026-06-19 07:25:47,TRIA/USDT,buy,46.851574,0.02668,evo_allocator_rescue,0.8281009,,0
1583,2026-06-19 07:25:47,TRIA/USDT,sell,46.851562,0.02668,sideways_stagnation_exit,1,sideways_stagnation_exit,0.00405266
1584,2026-06-19 07:26:05,BEAT/USDT,buy,0.70045274,1.78456,evo_allocator_rescue,0.95,,0
1585,2026-06-19 07:26:05,BEAT/USDT,sell,0.70045274,1.78456,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.115986995
1586,2026-06-19 07:26:38,BILL/USDT,buy,19.933025,0.06271,evo_allocator_rescue,0.89572585,,0
1587,2026-06-19 07:26:39,BILL/USDT,sell,19.933022,0.06271,sideways_stagnation_exit,1,sideways_stagnation_exit,0.0038327214
1588,2026-06-19 07:26:56,EDEN/USDT,buy,25.385864,0.04924,evo_allocator_rescue,0.95,,0
1589,2026-06-19 07:26:56,EDEN/USDT,sell,25.385864,0.04924,sideways_stop_loss_exit,1,sideways_stop_loss_exit,-0.020534117
1590,2026-06-19 07:26:57,PLAY/USDT,sell,31.573639,0.03966,sideways_take_profit_exit,1,sideways_take_profit_exit,0.01652637
1591,2026-06-19 07:27:13,EDEN/USDT,buy,25.375559,0.04926,evo_allocator_rescue,0.8966284,,0
1592,2026-06-19 07:27:28,TTN/USDT,buy,19.663363,0.06357,evo_allocator_rescue,0.81333935,,0
1593,2026-06-19 07:27:28,TTN/USDT,sell,19.66336,0.06357,sideways_stagnation_exit,1,sideways_stagnation_exit,2.5562367e-06
1594,2026-06-19 07:27:44,GENIUS/USDT,buy,3.1143334,0.40137,evo_allocator_rescue,0.8377477,,0
